,Evento,Inicio,Fin,Parte,Duracion,Jornada,Local,Visitante
1635,Partido en juego 083,2791.0,2821.0,2,30.0,28,Ferro,17 De Agosto
1636,Partido en juego 084,2822.0,2863.0,2,41.0,28,Ferro,17 De Agosto
1637,Partido en juego 085,2872.0,2891.0,2,19.0,28,Ferro,17 De Agosto
1638,Partido en juego 086,2887.0,2910.0,2,23.0,28,Ferro,17 De Agosto
1639,Partido en juego 087,2937.0,2961.0,2,24.0,28,Ferro,17 De Agosto
1640,Partido en juego 088,2953.0,2984.0,2,31.0,28,Ferro,17 De Agosto
1641,Partido en juego 089,3033.0,3048.0,2,15.0,28,Ferro,17 De Agosto
1642,Partido en juego 090,3051.0,3081.0,2,30.0,28,Ferro,17 De Agosto
1643,Partido en juego 091,3078.0,3100.0,2,22.0,28,Ferro,17 De Agosto
1644,Partido en juego 092,3101.0,3122.0,2,21.0,28,Ferro,17 De Agosto
1645,Partido en juego 093,3114.0,3148.0,2,34.0,28,Ferro,17 De Agosto
1646,Partido en juego 094,3149.0,3169.0,2,20.0,28,Ferro,17 De Agosto
1647,Partido en juego 095,3161.0,3199.0,2,38.0,28,Ferro,17 De Agosto
1648,Partido en juego 096,3208.0,3225.0,2,17.0,28,Ferro,17 De Agosto
1649,Partido en juego 097,3222.0,3281.0,2,59.0,28,Ferro,17 De Agosto
1650,Partido en juego 098,3345.0,3372.0,2,27.0,28,Ferro,17 De Agosto
1651,Partido en juego 099,3365.0,3387.0,2,22.0,28,Ferro,17 De Agosto
1652,Partido en juego 100,3381.0,3400.0,2,19.0,28,Ferro,17 De Agosto
1653,Partido en juego 101,3395.0,3421.0,2,26.0,28,Ferro,17 De Agosto
1654,Partido en juego 102,3417.0,3444.0,2,27.0,28,Ferro,17 De Agosto
1655,Partido en juego 103,3449.0,3494.0,2,45.0,28,Ferro,17 De Agosto
1656,Partido en juego 104,3488.0,3602.0,2,114.0,28,Ferro,17 De Agosto
1657,Partido en juego 105,3599.0,3645.0,2,46.0,28,Ferro,17 De Agosto
1658,Partido en juego 106,3659.0,3782.0,2,123.0,28,Ferro,17 De Agosto
1659,Partido en juego 107,3776.0,3823.0,2,47.0,28,Ferro,17 De Agosto
1660,Partido en juego 108,3905.0,3961.0,2,56.0,28,Ferro,17 De Agosto
1661,Partido en juego 109,3955.0,3973.0,2,18.0,28,Ferro,17 De Agosto
1662,Partido en juego 110,3977.0,3995.0,2,18.0,28,Ferro,17 De Agosto
1663,Partido en juego 111,3988.0,4003.0,2,15.0,28,Ferro,17 De Agosto
1664,Partido en juego 112,3997.0,4026.0,2,29.0,28,Ferro,17 De Agosto
1665,Partido en juego 113,4033.0,4058.0,2,25.0,28,Ferro,17 De Agosto
1666,Partido en juego 114,4054.0,4100.0,2,46.0,28,Ferro,17 De Agosto
1667,Partido en juego 115,4135.0,4152.0,2,17.0,28,Ferro,17 De Agosto
1668,Partido en juego 117,4251.0,4266.0,2,15.0,28,Ferro,17 De Agosto
1669,Partido en juego 118,4277.0,4301.0,2,24.0,28,Ferro,17 De Agosto
1670,PARTIDO EN JUEGO 001,4.0,35.0,1,31.0,29,Hebraica,Ferro
1671,PARTIDO EN JUEGO 002,47.0,53.0,1,6.0,29,Hebraica,Ferro
1672,PARTIDO EN JUEGO 003,58.0,80.0,1,22.0,29,Hebraica,Ferro
1673,PARTIDO EN JUEGO 004,98.0,103.0,1,5.0,29,Hebraica,Ferro
1674,PARTIDO EN JUEGO 005,117.0,121.0,1,4.0,29,Hebraica,Ferro
1675,PARTIDO EN JUEGO 006,140.0,156.0,1,16.0,29,Hebraica,Ferro
1676,PARTIDO EN JUEGO 007,166.0,171.0,1,5.0,29,Hebraica,Ferro
1677,PARTIDO EN JUEGO 008,179.0,186.0,1,7.0,29,Hebraica,Ferro
1678,PARTIDO EN JUEGO 009,205.0,210.0,1,5.0,29,Hebraica,Ferro
1679,PARTIDO EN JUEGO 010,217.0,222.0,1,5.0,29,Hebraica,Ferro
1680,PARTIDO EN JUEGO 011,226.0,240.0,1,14.0,29,Hebraica,Ferro
1681,PARTIDO EN JUEGO 012,251.0,257.0,1,6.0,29,Hebraica,Ferro
1682,PARTIDO EN JUEGO 013,269.0,282.0,1,13.0,29,Hebraica,Ferro
1683,PARTIDO EN JUEGO 014,288.0,296.0,1,8.0,29,Hebraica,Ferro
1684,PARTIDO EN JUEGO 015,297.0,305.0,1,8.0,29,Hebraica,Ferro
1685,PARTIDO EN JUEGO 016,328.0,355.0,1,27.0,29,Hebraica,Ferro
1686,PARTIDO EN JUEGO 017,367.0,371.0,1,4.0,29,Hebraica,Ferro
1687,PARTIDO EN JUEGO 018,379.0,404.0,1,25.0,29,Hebraica,Ferro
1688,PARTIDO EN JUEGO 019,415.0,420.0,1,5.0,29,Hebraica,Ferro
1689,PARTIDO EN JUEGO 020,439.0,452.0,1,13.0,29,Hebraica,Ferro
1690,PARTIDO EN JUEGO 021,460.0,472.0,1,12.0,29,Hebraica,Ferro
1691,PARTIDO EN JUEGO 022,483.0,490.0,1,7.0,29,Hebraica,Ferro
1692,PARTIDO EN JUEGO 023,500.0,512.0,1,12.0,29,Hebraica,Ferro
1693,PARTIDO EN JUEGO 024,523.0,568.0,1,45.0,29,Hebraica,Ferro
1694,PARTIDO EN JUEGO 025,579.0,597.0,1,18.0,29,Hebraica,Ferro
1695,PARTIDO EN JUEGO 026,606.0,612.0,1,6.0,29,Hebraica,Ferro
1696,PARTIDO EN JUEGO 027,621.0,661.0,1,40.0,29,Hebraica,Ferro
1697,PARTIDO EN JUEGO 028,730.0,734.0,1,4.0,29,Hebraica,Ferro
1698,PARTIDO EN JUEGO 029,739.0,767.0,1,28.0,29,Hebraica,Ferro
1699,PARTIDO EN JUEGO 030,780.0,785.0,1,5.0,29,Hebraica,Ferro
1700,PARTIDO EN JUEGO 031,796.0,817.0,1,21.0,29,Hebraica,Ferro
1701,PARTIDO EN JUEGO 032,828.0,851.0,1,23.0,29,Hebraica,Ferro
1702,PARTIDO EN JUEGO 033,857.0,877.0,1,20.0,29,Hebraica,Ferro
1703,PARTIDO EN JUEGO 034,878.0,893.0,1,15.0,29,Hebraica,Ferro
1704,PARTIDO EN JUEGO 035,937.0,939.0,1,2.0,29,Hebraica,Ferro
1705,PARTIDO EN JUEGO 036,944.0,957.0,1,13.0,29,Hebraica,Ferro
1706,PARTIDO EN JUEGO 037,972.0,983.0,1,11.0,29,Hebraica,Ferro
1707,PARTIDO EN JUEGO 038,999.0,1002.0,1,3.0,29,Hebraica,Ferro
1708,PARTIDO EN JUEGO 039,1092.0,1112.0,1,20.0,29,Hebraica,Ferro
1709,PARTIDO EN JUEGO 040,1127.0,1146.0,1,19.0,29,Hebraica,Ferro
1710,PARTIDO EN JUEGO 041,1162.0,1195.0,1,33.0,29,Hebraica,Ferro
1711,PARTIDO EN JUEGO 042,1214.0,1226.0,1,12.0,29,Hebraica,Ferro
1712,PARTIDO EN JUEGO 043,1229.0,1236.0,1,7.0,29,Hebraica,Ferro
1713,PARTIDO EN JUEGO 044,1302.0,1313.0,1,11.0,29,Hebraica,Ferro
1714,PARTIDO EN JUEGO 045,1318.0,1344.0,1,26.0,29,Hebraica,Ferro
1715,PARTIDO EN JUEGO 046,1352.0,1358.0,1,6.0,29,Hebraica,Ferro
1716,PARTIDO EN JUEGO 047,1364.0,1376.0,1,12.0,29,Hebraica,Ferro
1717,PARTIDO EN JUEGO 048,1387.0,1396.0,1,9.0,29,Hebraica,Ferro
1718,PARTIDO EN JUEGO 049,1407.0,1448.0,1,41.0,29,Hebraica,Ferro
1719,PARTIDO EN JUEGO 050,1518.0,1538.0,1,20.0,29,Hebraica,Ferro
1720,t,1547.0,1548.0,1,1.0,29,Hebraica,Ferro
1721,PARTIDO EN JUEGO 052,1578.0,1587.0,1,9.0,29,Hebraica,Ferro
1722,PARTIDO EN JUEGO 053,1600.0,1604.0,1,4.0,29,Hebraica,Ferro
1723,PARTIDO EN JUEGO 054,1610.0,1620.0,1,10.0,29,Hebraica,Ferro
1724,PARTIDO EN JUEGO 055,1670.0,1675.0,1,5.0,29,Hebraica,Ferro
1725,PARTIDO EN JUEGO 056,1685.0,1702.0,1,17.0,29,Hebraica,Ferro
1726,PARTIDO EN JUEGO 057,1712.0,1716.0,1,4.0,29,Hebraica,Ferro
1727,PARTIDO EN JUEGO 058,1745.0,1748.0,1,3.0,29,Hebraica,Ferro
1728,PARTIDO EN JUEGO 059,1768.0,1771.0,1,3.0,29,Hebraica,Ferro
1729,PARTIDO EN JUEGO 060,1799.0,1816.0,1,17.0,29,Hebraica,Ferro
1730,PARTIDO EN JUEGO 061,1819.0,1836.0,1,17.0,29,Hebraica,Ferro
1731,PARTIDO EN JUEGO 062,1845.0,1850.0,1,5.0,29,Hebraica,Ferro
1732,PARTIDO EN JUEGO 063,1859.0,1864.0,1,5.0,29,Hebraica,Ferro
1733,PARTIDO EN JUEGO 064,1872.0,1884.0,1,12.0,29,Hebraica,Ferro
1734,PARTIDO EN JUEGO 065,1897.0,1956.0,1,59.0,29,Hebraica,Ferro
1735,PARTIDO EN JUEGO 066,1967.0,1971.0,1,4.0,29,Hebraica,Ferro
1736,PARTIDO EN JUEGO 067,1981.0,2052.0,1,71.0,29,Hebraica,Ferro
1737,PARTIDO EN JUEGO 068,2146.0,2150.0,1,4.0,29,Hebraica,Ferro
1738,PARTIDO EN JUEGO 069,2159.0,2185.0,1,26.0,29,Hebraica,Ferro
1739,PARTIDO EN JUEGO 070,2208.0,2216.0,1,8.0,29,Hebraica,Ferro
1740,PARTIDO EN JUEGO 071,2232.0,2253.0,1,21.0,29,Hebraica,Ferro
1741,PARTIDO EN JUEGO 072,2263.0,2274.0,1,11.0,29,Hebraica,Ferro
1742,PARTIDO EN JUEGO 073,2276.0,2284.0,1,8.0,29,Hebraica,Ferro
1743,PARTIDO EN JUEGO 074,2296.0,2324.0,1,28.0,29,Hebraica,Ferro
1744,PARTIDO EN JUEGO 075,2353.0,2370.0,1,17.0,29,Hebraica,Ferro
1745,a,2383.0,2389.0,1,6.0,29,Hebraica,Ferro
1746,PARTIDO EN JUEGO 077,2468.0,2506.0,2,38.0,29,Hebraica,Ferro
1747,PARTIDO EN JUEGO 078,2511.0,2531.0,2,20.0,29,Hebraica,Ferro
1748,PARTIDO EN JUEGO 079,2586.0,2592.0,2,6.0,29,Hebraica,Ferro
1749,PARTIDO EN JUEGO 080,2595.0,2612.0,2,17.0,29,Hebraica,Ferro
1750,PARTIDO EN JUEGO 081,2619.0,2637.0,2,18.0,29,Hebraica,Ferro
1751,PARTIDO EN JUEGO 082,2642.0,2704.0,2,62.0,29,Hebraica,Ferro
1752,PARTIDO EN JUEGO 083,2717.0,2723.0,2,6.0,29,Hebraica,Ferro
1753,PARTIDO EN JUEGO 084,2746.0,2752.0,2,6.0,29,Hebraica,Ferro
1754,PARTIDO EN JUEGO 085,2767.0,2799.0,2,32.0,29,Hebraica,Ferro
1755,PARTIDO EN JUEGO 086,2819.0,2836.0,2,17.0,29,Hebraica,Ferro
1756,PARTIDO EN JUEGO 087,2841.0,2859.0,2,18.0,29,Hebraica,Ferro
1757,PARTIDO EN JUEGO 088,2866.0,2888.0,2,22.0,29,Hebraica,Ferro
1758,PARTIDO EN JUEGO 089,2897.0,2912.0,2,15.0,29,Hebraica,Ferro
1759,PARTIDO EN JUEGO 090,2920.0,2929.0,2,9.0,29,Hebraica,Ferro
1760,PARTIDO EN JUEGO 091,2934.0,2956.0,2,22.0,29,Hebraica,Ferro
1761,PARTIDO EN JUEGO 092,2967.0,2984.0,2,17.0,29,Hebraica,Ferro
1762,PARTIDO EN JUEGO 093,2996.0,3016.0,2,20.0,29,Hebraica,Ferro
1763,PARTIDO EN JUEGO 094,3021.0,3036.0,2,15.0,29,Hebraica,Ferro
1764,PARTIDO EN JUEGO 095,3041.0,3046.0,2,5.0,29,Hebraica,Ferro
1765,PARTIDO EN JUEGO 096,3070.0,3088.0,2,18.0,29,Hebraica,Ferro
1766,PARTIDO EN JUEGO 097,3111.0,3128.0,2,17.0,29,Hebraica,Ferro
1767,PARTIDO EN JUEGO 098,3149.0,3154.0,2,5.0,29,Hebraica,Ferro
1768,PARTIDO EN JUEGO 099,3159.0,3196.0,2,37.0,29,Hebraica,Ferro
1769,PARTIDO EN JUEGO 100,3197.0,3217.0,2,20.0,29,Hebraica,Ferro
1770,PARTIDO EN JUEGO 101,3219.0,3247.0,2,28.0,29,Hebraica,Ferro
1771,PARTIDO EN JUEGO 102,3259.0,3263.0,2,4.0,29,Hebraica,Ferro
1772,PARTIDO EN JUEGO 103,3267.0,3278.0,2,11.0,29,Hebraica,Ferro
1773,PARTIDO EN JUEGO 104,3294.0,3314.0,2,20.0,29,Hebraica,Ferro
1774,PARTIDO EN JUEGO 105,3327.0,3359.0,2,32.0,29,Hebraica,Ferro
1775,PARTIDO EN JUEGO 106,3364.0,3383.0,2,19.0,29,Hebraica,Ferro
1776,PARTIDO EN JUEGO 107,3385.0,3396.0,2,11.0,29,Hebraica,Ferro
1777,PARTIDO EN JUEGO 108,3407.0,3411.0,2,4.0,29,Hebraica,Ferro
1778,PARTIDO EN JUEGO 109,3423.0,3430.0,2,7.0,29,Hebraica,Ferro
1779,PARTIDO EN JUEGO 110,3448.0,3457.0,2,9.0,29,Hebraica,Ferro
1780,PARTIDO EN JUEGO 111,3459.0,3466.0,2,7.0,29,Hebraica,Ferro
1781,PARTIDO EN JUEGO 112,3481.0,3505.0,2,24.0,29,Hebraica,Ferro
1782,PARTIDO EN JUEGO 113,3509.0,3525.0,2,16.0,29,Hebraica,Ferro
1783,PARTIDO EN JUEGO 114,3535.0,3545.0,2,10.0,29,Hebraica,Ferro
1784,PARTIDO EN JUEGO 115,3559.0,3577.0,2,18.0,29,Hebraica,Ferro
1785,PARTIDO EN JUEGO 116,3582.0,3610.0,2,28.0,29,Hebraica,Ferro
1786,PARTIDO EN JUEGO 117,3627.0,3631.0,2,4.0,29,Hebraica,Ferro
1787,PARTIDO EN JUEGO 118,3642.0,3646.0,2,4.0,29,Hebraica,Ferro
1788,PARTIDO EN JUEGO 119,3667.0,3668.0,2,1.0,29,Hebraica,Ferro
1789,PARTIDO EN JUEGO 120,3669.0,3693.0,2,24.0,29,Hebraica,Ferro
1790,PARTIDO EN JUEGO 121,3706.0,3725.0,2,19.0,29,Hebraica,Ferro
1791,PARTIDO EN JUEGO 122,3730.0,3752.0,2,22.0,29,Hebraica,Ferro
1792,PARTIDO EN JUEGO 123,3759.0,3766.0,2,7.0,29,Hebraica,Ferro
1793,PARTIDO EN JUEGO 124,3772.0,3781.0,2,9.0,29,Hebraica,Ferro
1794,t,3789.0,3807.0,2,18.0,29,Hebraica,Ferro
1795,PARTIDO EN JUEGO 126,3807.0,3874.0,2,67.0,29,Hebraica,Ferro
1796,PARTIDO EN JUEGO 127,3978.0,3999.0,2,21.0,29,Hebraica,Ferro
1797,PARTIDO EN JUEGO 128,4003.0,4026.0,2,23.0,29,Hebraica,Ferro
1798,PARTIDO EN JUEGO 129,4043.0,4064.0,2,21.0,29,Hebraica,Ferro
1799,PARTIDO EN JUEGO 130,4066.0,4083.0,2,17.0,29,Hebraica,Ferro
1800,PARTIDO EN JUEGO 131,4093.0,4096.0,2,3.0,29,Hebraica,Ferro
1801,PARTIDO EN JUEGO 132,4106.0,4123.0,2,17.0,29,Hebraica,Ferro
1802,PARTIDO EN JUEGO 133,4133.0,4145.0,2,12.0,29,Hebraica,Ferro
1803,PARTIDO EN JUEGO 134,4153.0,4177.0,2,24.0,29,Hebraica,Ferro
1804,PARTIDO EN JUEGO 135,4196.0,4208.0,2,12.0,29,Hebraica,Ferro
1805,PARTIDO EN JUEGO 136,4231.0,4236.0,2,5.0,29,Hebraica,Ferro
1806,PARTIDO EN JUEGO 137,4240.0,4255.0,2,15.0,29,Hebraica,Ferro
1807,PARTIDO EN JUEGO 138,4268.0,4284.0,2,16.0,29,Hebraica,Ferro
1808,PARTIDO EN JUEGO 139,4289.0,4315.0,2,26.0,29,Hebraica,Ferro
1809,PARTIDO EN JUEGO 140,4314.0,4317.0,2,3.0,29,Hebraica,Ferro
1810,PARTIDO EN JUEGO 141,4318.0,4327.0,2,9.0,29,Hebraica,Ferro
1811,PARTIDO EN JUEGO 142,4360.0,4367.0,2,7.0,29,Hebraica,Ferro
1812,s,4373.0,4380.0,2,7.0,29,Hebraica,Ferro
1813,Partido en juego 001,1512.0,1538.0,1,26.0,30,Ferro,Independiente
1814,Partido en juego 002,1536.0,1558.0,1,22.0,30,Ferro,Independiente
1815,Partido en juego 003,1551.0,1573.0,1,22.0,30,Ferro,Independiente
1816,Partido en juego 004,1572.0,1604.0,1,32.0,30,Ferro,Independiente
1817,Partido en juego 005,1604.0,1624.0,1,20.0,30,Ferro,Independiente
1818,Partido en juego 006,1622.0,1650.0,1,28.0,30,Ferro,Independiente
1819,Partido en juego 007,1652.0,1671.0,1,19.0,30,Ferro,Independiente
1820,Partido en juego 008,1672.0,1688.0,1,16.0,30,Ferro,Independiente
1821,Partido en juego 009,1684.0,1710.0,1,26.0,30,Ferro,Independiente
1822,Partido en juego 010,1710.0,1729.0,1,19.0,30,Ferro,Independiente
1823,Partido en juego 011,1722.0,1758.0,1,36.0,30,Ferro,Independiente
1824,Partido en juego 012,1756.0,1775.0,1,19.0,30,Ferro,Independiente
1825,Partido en juego 013,1776.0,1794.0,1,18.0,30,Ferro,Independiente
1826,Partido en juego 014,1794.0,1817.0,1,23.0,30,Ferro,Independiente
1827,Partido en juego 015,1824.0,1857.0,1,33.0,30,Ferro,Independiente
1828,Partido en juego 016,1854.0,1880.0,1,26.0,30,Ferro,Independiente
1829,Partido en juego 017,1874.0,1939.0,1,65.0,30,Ferro,Independiente
1830,Partido en juego 018,1939.0,1960.0,1,21.0,30,Ferro,Independiente
1831,Partido en juego 019,2021.0,2040.0,1,19.0,30,Ferro,Independiente
1832,Partido en juego 020,2049.0,2076.0,1,27.0,30,Ferro,Independiente
1833,Partido en juego 021,2085.0,2107.0,1,22.0,30,Ferro,Independiente
1834,Partido en juego 022,2105.0,2135.0,1,30.0,30,Ferro,Independiente
1835,Partido en juego 023,2133.0,2152.0,1,19.0,30,Ferro,Independiente
1836,Partido en juego 024,2146.0,2165.0,1,19.0,30,Ferro,Independiente
1837,Partido en juego 025,2178.0,2197.0,1,19.0,30,Ferro,Independiente
1838,Partido en juego 026,2194.0,2218.0,1,24.0,30,Ferro,Independiente
1839,Partido en juego 027,2214.0,2237.0,1,23.0,30,Ferro,Independiente
1840,Partido en juego 028,2253.0,2287.0,1,34.0,30,Ferro,Independiente
1841,Partido en juego 029,2298.0,2320.0,1,22.0,30,Ferro,Independiente
1842,Partido en juego 030,2314.0,2333.0,1,19.0,30,Ferro,Independiente
1843,Partido en juego 031,2333.0,2359.0,1,26.0,30,Ferro,Independiente
1844,Partido en juego 032,2357.0,2378.0,1,21.0,30,Ferro,Independiente
1845,Partido en juego 033,2378.0,2428.0,1,50.0,30,Ferro,Independiente
1846,Partido en juego 035,2477.0,2507.0,1,30.0,30,Ferro,Independiente
1847,Partido en juego 034,2479.0,2508.0,1,29.0,30,Ferro,Independiente
1848,Partido en juego 036,2507.0,2533.0,1,26.0,30,Ferro,Independiente
1849,Partido en juego 037,2534.0,2580.0,1,46.0,30,Ferro,Independiente
1850,Partido en juego 038,2610.0,2647.0,1,37.0,30,Ferro,Independiente
1851,Partido en juego 039,2646.0,2691.0,1,45.0,30,Ferro,Independiente
1852,Partido en juego 040,2734.0,2754.0,1,20.0,30,Ferro,Independiente
1853,Partido en juego 041,2772.0,2787.0,1,15.0,30,Ferro,Independiente
1854,Partido en juego 042,2809.0,2828.0,1,19.0,30,Ferro,Independiente
1855,Partido en juego 043,2837.0,2865.0,1,28.0,30,Ferro,Independiente
1856,Partido en juego 044,2858.0,2889.0,1,31.0,30,Ferro,Independiente
1857,Partido en juego 045,2890.0,2912.0,1,22.0,30,Ferro,Independiente
1858,Partido en juego 046,2915.0,2936.0,1,21.0,30,Ferro,Independiente
1859,Partido en juego 047,2930.0,2955.0,1,25.0,30,Ferro,Independiente
1860,Partido en juego 048,2959.0,2981.0,1,22.0,30,Ferro,Independiente
1861,Partido en juego 049,2984.0,3007.0,1,23.0,30,Ferro,Independiente
1862,Partido en juego 050,3011.0,3056.0,1,45.0,30,Ferro,Independiente
1863,Partido en juego 051,3063.0,3093.0,1,30.0,30,Ferro,Independiente
1864,Partido en juego 052,3095.0,3120.0,1,25.0,30,Ferro,Independiente
1865,Partido en juego 053,3113.0,3145.0,1,32.0,30,Ferro,Independiente
1866,Partido en juego 054,3139.0,3154.0,1,15.0,30,Ferro,Independiente
1867,Partido en juego 055,3182.0,3198.0,1,16.0,30,Ferro,Independiente
1868,Partido en juego 056,3214.0,3232.0,1,18.0,30,Ferro,Independiente
1869,Partido en juego 057,3256.0,3273.0,1,17.0,30,Ferro,Independiente
1870,Partido en juego 058,3276.0,3298.0,1,22.0,30,Ferro,Independiente
1871,Partido en juego 059,3380.0,3405.0,1,25.0,30,Ferro,Independiente
1872,Partido en juego 060,3429.0,3460.0,1,31.0,30,Ferro,Independiente
1873,Partido en juego 061,3468.0,3513.0,1,45.0,30,Ferro,Independiente
1874,Partido en juego 062,3535.0,3559.0,1,24.0,30,Ferro,Independiente
1875,Partido en juego 063,3582.0,3603.0,1,21.0,30,Ferro,Independiente
1876,Partido en juego 064,3597.0,3618.0,1,21.0,30,Ferro,Independiente
1877,Partido en juego 065,3622.0,3651.0,1,29.0,30,Ferro,Independiente
1878,Partido en juego 066,3626.0,3651.0,1,25.0,30,Ferro,Independiente
1879,Partido en juego 067,3644.0,3660.0,1,16.0,30,Ferro,Independiente
1880,Partido en juego 068,3677.0,3695.0,1,18.0,30,Ferro,Independiente
1881,Partido en juego 069,3716.0,3734.0,1,18.0,30,Ferro,Independiente
1882,Partido en juego 070,3725.0,3753.0,1,28.0,30,Ferro,Independiente
1883,Partido en juego 071,3755.0,3795.0,1,40.0,30,Ferro,Independiente
1884,Partido en juego 072,3880.0,3907.0,1,27.0,30,Ferro,Independiente
1885,Partido en juego 073,4809.0,4831.0,2,22.0,30,Ferro,Independiente
1886,Partido en juego 074,4840.0,4888.0,2,48.0,30,Ferro,Independiente
1887,Partido en juego 075,4907.0,4925.0,2,18.0,30,Ferro,Independiente
1888,Partido en juego 076,4929.0,4948.0,2,19.0,30,Ferro,Independiente
1889,Partido en juego 077,4942.0,4961.0,2,19.0,30,Ferro,Independiente
1890,Partido en juego 078,4962.0,4981.0,2,19.0,30,Ferro,Independiente
1891,Partido en juego 079,4980.0,5023.0,2,43.0,30,Ferro,Independiente
1892,Partido en juego 080,5027.0,5045.0,2,18.0,30,Ferro,Independiente
1893,Partido en juego 081,5087.0,5110.0,2,23.0,30,Ferro,Independiente
1894,Partido en juego 082,5116.0,5131.0,2,15.0,30,Ferro,Independiente
1895,Partido en juego 083,5127.0,5150.0,2,23.0,30,Ferro,Independiente
1896,Partido en juego 084,5147.0,5166.0,2,19.0,30,Ferro,Independiente
1897,Partido en juego 085,5175.0,5194.0,2,19.0,30,Ferro,Independiente
1898,Partido en juego 086,5189.0,5215.0,2,26.0,30,Ferro,Independiente
1899,Partido en juego 087,5211.0,5240.0,2,29.0,30,Ferro,Independiente
1900,Partido en juego 088,5251.0,5298.0,2,47.0,30,Ferro,Independiente
1901,Partido en juego 089,5301.0,5324.0,2,23.0,30,Ferro,Independiente
1902,Partido en juego 090,5346.0,5381.0,2,35.0,30,Ferro,Independiente
1903,Partido en juego 091,5379.0,5399.0,2,20.0,30,Ferro,Independiente
1904,Partido en juego 092,5398.0,5420.0,2,22.0,30,Ferro,Independiente
1905,Partido en juego 093,5432.0,5447.0,2,15.0,30,Ferro,Independiente
1906,Partido en juego 094,5441.0,5485.0,2,44.0,30,Ferro,Independiente
1907,Partido en juego 095,5495.0,5513.0,2,18.0,30,Ferro,Independiente
1908,Partido en juego 096,5507.0,5532.0,2,25.0,30,Ferro,Independiente
1909,Partido en juego 097,5538.0,5564.0,2,26.0,30,Ferro,Independiente
1910,Partido en juego 098,5618.0,5670.0,2,52.0,30,Ferro,Independiente
1911,Partido en juego 099,5685.0,5717.0,2,32.0,30,Ferro,Independiente
1912,Partido en juego 100,5741.0,5778.0,2,37.0,30,Ferro,Independiente
1913,Partido en juego 101,5784.0,5849.0,2,65.0,30,Ferro,Independiente
1914,Partido en juego 102,5863.0,5888.0,2,25.0,30,Ferro,Independiente
1915,Partido en juego 103,5910.0,5940.0,2,30.0,30,Ferro,Independiente
1916,Partido en juego 104,5933.0,5949.0,2,16.0,30,Ferro,Independiente
1917,Partido en juego 105,5943.0,5966.0,2,23.0,30,Ferro,Independiente
1918,Partido en juego 106,5958.0,5980.0,2,22.0,30,Ferro,Independiente
1919,Partido en juego 107,5974.0,6016.0,2,42.0,30,Ferro,Independiente
1920,Partido en juego 108,6021.0,6037.0,2,16.0,30,Ferro,Independiente
1921,Partido en juego 109,6041.0,6068.0,2,27.0,30,Ferro,Independiente
1922,Partido en juego 110,6068.0,6093.0,2,25.0,30,Ferro,Independiente
1923,Partido en juego 111,6086.0,6101.0,2,15.0,30,Ferro,Independiente
1924,Partido en juego 112,6094.0,6111.0,2,17.0,30,Ferro,Independiente
1925,Partido en juego 113,6109.0,6130.0,2,21.0,30,Ferro,Independiente
1926,Partido en juego 114,6132.0,6154.0,2,22.0,30,Ferro,Independiente
1927,Partido en juego 115,6166.0,6185.0,2,19.0,30,Ferro,Independiente
1928,Partido en juego 116,6193.0,6217.0,2,24.0,30,Ferro,Independiente
1929,Partido en juego 117,6226.0,6263.0,2,37.0,30,Ferro,Independiente
1930,Partido en juego 118,6281.0,6303.0,2,22.0,30,Ferro,Independiente
1931,Partido en juego 119,6329.0,6343.0,2,14.0,30,Ferro,Independiente
1932,Partido en juego 120,6335.0,6353.0,2,18.0,30,Ferro,Independiente
1933,Partido en juego 121,6348.0,6380.0,2,32.0,30,Ferro,Independiente
1934,Partido en juego 122,6377.0,6396.0,2,19.0,30,Ferro,Independiente
1935,Partido en juego 123,6388.0,6406.0,2,18.0,30,Ferro,Independiente
1936,Partido en juego 124,6419.0,6442.0,2,23.0,30,Ferro,Independiente
1937,Partido en juego 125,6445.0,6468.0,2,23.0,30,Ferro,Independiente
1938,Partido en juego 126,6473.0,6489.0,2,16.0,30,Ferro,Independiente
1939,Partido en juego 127,6487.0,6510.0,2,23.0,30,Ferro,Independiente
1940,Partido en juego 128,6503.0,6527.0,2,24.0,30,Ferro,Independiente
1941,Partido en juego 129,6571.0,6596.0,2,25.0,30,Ferro,Independiente
1942,Partido en juego 130,6599.0,6620.0,2,21.0,30,Ferro,Independiente
1943,Partido en juego 131,6719.0,6754.0,2,35.0,30,Ferro,Independiente
1944,Partido en juego 132,6757.0,6776.0,2,19.0,30,Ferro,Independiente
1945,Partido en juego 133,6770.0,6791.0,2,21.0,30,Ferro,Independiente
1946,Partido en juego 134,6787.0,6814.0,2,27.0,30,Ferro,Independiente
1947,Partido en juego 135,6816.0,6842.0,2,26.0,30,Ferro,Independiente
1948,Partido en juego 136,6851.0,6891.0,2,40.0,30,Ferro,Independiente
1949,Partido en juego 137,6918.0,6940.0,2,22.0,30,Ferro,Independiente
1950,Partido en juego 138,6936.0,6955.0,2,19.0,30,Ferro,Independiente
1951,Partido en juego 139,6950.0,6974.0,2,24.0,30,Ferro,Independiente
1952,Partido en juego 140,6982.0,7005.0,2,23.0,30,Ferro,Independiente
1953,Partido en juego 141,6999.0,7022.0,2,23.0,30,Ferro,Independiente
1954,Partido en juego 142,7014.0,7039.0,2,25.0,30,Ferro,Independiente
1955,Partido en juego 143,7038.0,7080.0,2,42.0,30,Ferro,Independiente
